candidate_id,generator_model,architecture,case,criterion_id,domain,critical,status,error,observed,expected,evidence_path
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-03,chemistry,False,PASS,False,explicit liquid streams=1/1,Every liquid feed has contents and flow,final streams
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-05,chemistry,True,PASS,False,gas streams=1; packed bed=True,gas_required=True; packed_bed=True,final streams and topology
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-06,source_fidelity,True,PASS,False,temperatures=[60.0]; BPR=21.0,temperatures=[60.0]; BPR=21.0,final parameters and stages
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-07,source_fidelity,False,PASS,False,reasoned fields=5,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-08,completeness,True,PASS,False,missing=[]; streams=2,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-09,calculation,True,PASS,False,"values={'tau': 300.0, 'flow': 0.01, 'concentration': 0.126, 'volume': 3.0, 'ID': 4.35, 'BPR': 21.0}; gas pressure basis=True","Finite positive run values, nonnegative pressure, explicit gas pressure basis",final proposal
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-10,calculation,True,PASS,False,sum liquid streams=0.01; outlet/top flow=0.01,Relative difference <= 5%,final streams and parameters
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-11,calculation,True,PASS,False,"C,Q pairs=[(0.126, 0.01)]",Each reactive liquid stream has finite concentration and flow,final streams
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-12,calculation,True,NOT_APPLICABLE,False,No fixed liquid-reagent equivalent audited,Not applicable,frozen expectations
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-13,calculation,True,PASS,False,closure errors=[],Every stage and total residence time within 5% of V/Q basis,final stages and parameters
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-14,calculation,True,PASS,False,reported reactor volumes=[3.0],inventory reactor volumes=[3.0],final stages/parameters and frozen inventory
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-15,calculation,True,FAIL,True,reported=0.00238; ideal-gas expected=2.9424286106534874,Relative difference <= 10%,"gas stream, temperature, and pressure"
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-16,calculation,True,FAIL,True,reported=23.8; calculated=1770.4354279708969,Relative difference <= 10%,gas and limiting-liquid streams
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-17,calculation,True,FAIL,True,inlet reported/calculated=300.0/0.059988002399520096; channel=300.0/242.32633279483036,Both residence-time bases within 10% and explicitly separated,final parameters and gas stream
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-18,calculation,False,PASS,False,calculated limiting-feed throughput=0.0756 mmol/h,Positive throughput reproducible from C x Q x 60,final parameters
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-19,inventory,True,FAIL,True,inventory errors=['stream Liquid Feed flow 0.01 mL/min is outside pump limits'],All explicit equipment and operating settings supported by frozen inventory,final design and frozen inventory
H-02AD5C9,Qwen3.6-27B,One-shot,Hydrogenolysis,NG-20,process,True,FAIL,True,missing safety groups=[]; missing topology=['temperature_control'],Complete required topology and executable safety controls,"final proposal, topology, and safety report"
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-01,chemistry,True,PASS,False,missing groups=[],All target identity term groups present,final proposal and chemistry plan
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-02,chemistry,True,PASS,False,missing groups=[],All protocol-required materials present,final proposal and chemistry plan
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-03,chemistry,False,PASS,False,explicit liquid streams=3/3,Every liquid feed has contents and flow,final streams
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-05,chemistry,True,PASS,False,gas streams=0; packed bed=False,gas_required=False; packed_bed=False,final streams and topology
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-06,source_fidelity,True,PASS,False,"temperatures=[70.0, 80.0]; BPR=0.0","temperatures=[70.0, 80.0]; BPR=0.0",final parameters and stages
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-07,source_fidelity,False,PASS,False,reasoned fields=22,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-08,completeness,True,PASS,False,missing=[]; streams=3,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-09,calculation,True,PASS,False,"values={'tau': 15.04, 'flow': 1.5, 'concentration': 0.667, 'volume': 15.04, 'ID': 0.5, 'BPR': 0.0}; gas pressure basis=True","Finite positive run values, nonnegative pressure, explicit gas pressure basis",final proposal
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-10,calculation,True,PASS,False,sum liquid streams=1.5; outlet/top flow=1.5,Relative difference <= 5%,final streams and parameters
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-11,calculation,True,PASS,False,"C,Q pairs=[(0.667, 0.5), (1.334, 0.5), (0.667, 0.5)]",Each reactive liquid stream has finite concentration and flow,final streams
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-12,calculation,True,PASS,False,"reported equivalents=[1.0, 2.0, 1.0]",required equivalents=[2.0],final streams
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-13,calculation,True,FAIL,True,"closure errors=['total tau=15.04, sum stages=10.68']",Every stage and total residence time within 5% of V/Q basis,final stages and parameters
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-14,calculation,True,PASS,False,"reported reactor volumes=[1.96, 13.08]","inventory reactor volumes=[1.96, 13.08]",final stages/parameters and frozen inventory
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-15,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-16,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-17,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-18,calculation,False,PASS,False,calculated limiting-feed throughput=60.03 mmol/h,Positive throughput reproducible from C x Q x 60,final parameters
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-19,inventory,True,PASS,False,inventory errors=[],All explicit equipment and operating settings supported by frozen inventory,final design and frozen inventory
H-DE9C0F9,Qwen3.6-27B,One-shot,Two-stage amidation,NG-20,process,True,PASS,False,missing safety groups=[]; missing topology=[],Complete required topology and executable safety controls,"final proposal, topology, and safety report"
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-01,chemistry,True,PASS,False,missing groups=[],All target identity term groups present,final proposal and chemistry plan
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-02,chemistry,True,PASS,False,missing groups=[],All protocol-required materials present,final proposal and chemistry plan
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-03,chemistry,False,PASS,False,explicit liquid streams=1/1,Every liquid feed has contents and flow,final streams
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-05,chemistry,True,PASS,False,gas streams=0; packed bed=True,gas_required=False; packed_bed=True,final streams and topology
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-06,source_fidelity,True,PASS,False,temperatures=[150.0]; BPR=20.0,temperatures=[150.0]; BPR=20.0,final parameters and stages
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-07,source_fidelity,False,PASS,False,reasoned fields=7,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-08,completeness,True,PASS,False,missing=[]; streams=1,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-09,calculation,True,PASS,False,"values={'tau': 2.700027, 'flow': 0.11111, 'concentration': 0.25, 'volume': 0.3, 'ID': 4.0, 'BPR': 20.0}; gas pressure basis=True","Finite positive run values, nonnegative pressure, explicit gas pressure basis",final proposal
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-10,calculation,True,PASS,False,sum liquid streams=0.11111; outlet/top flow=0.11111,Relative difference <= 5%,final streams and parameters
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-11,calculation,True,PASS,False,"C,Q pairs=[(0.25, 0.11111)]",Each reactive liquid stream has finite concentration and flow,final streams
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-12,calculation,True,PASS,False,reported equivalents=[1.1],required equivalents=[1.1],final streams
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-13,calculation,True,PASS,False,closure errors=[],Every stage and total residence time within 5% of V/Q basis,final stages and parameters
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-14,calculation,True,PASS,False,reported reactor volumes=[0.3],inventory reactor volumes=[0.3],final stages/parameters and frozen inventory
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-15,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-16,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-17,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-18,calculation,False,PASS,False,calculated limiting-feed throughput=1.66665 mmol/h,Positive throughput reproducible from C x Q x 60,final parameters
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-19,inventory,True,PASS,False,inventory errors=[],All explicit equipment and operating settings supported by frozen inventory,final design and frozen inventory
H-DF8A379,Qwen3.6-27B,FlowPilot,CuAAC,NG-20,process,True,PASS,False,missing safety groups=[]; missing topology=[],Complete required topology and executable safety controls,"final proposal, topology, and safety report"
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-01,chemistry,True,PASS,False,missing groups=[],All target identity term groups present,final proposal and chemistry plan
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-02,chemistry,True,PASS,False,missing groups=[],All protocol-required materials present,final proposal and chemistry plan
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-03,chemistry,False,PASS,False,explicit liquid streams=1/1,Every liquid feed has contents and flow,final streams
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-05,chemistry,True,PASS,False,gas streams=1; packed bed=True,gas_required=True; packed_bed=True,final streams and topology
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-06,source_fidelity,True,PASS,False,temperatures=[60.0]; BPR=21.0,temperatures=[60.0]; BPR=21.0,final parameters and stages
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-07,source_fidelity,False,PASS,False,reasoned fields=7,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-08,completeness,True,PASS,False,missing=[]; streams=2,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-09,calculation,True,PASS,False,"values={'tau': 19.00057, 'flow': 0.15789, 'concentration': 0.126, 'volume': 3.0, 'ID': 4.35, 'BPR': 21.0}; gas pressure basis=True","Finite positive run values, nonnegative pressure, explicit gas pressure basis",final proposal
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-10,calculation,True,PASS,False,sum liquid streams=0.15789; outlet/top flow=0.15789,Relative difference <= 5%,final streams and parameters
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-11,calculation,True,PASS,False,"C,Q pairs=[(0.126, 0.15789)]",Each reactive liquid stream has finite concentration and flow,final streams
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-12,calculation,True,NOT_APPLICABLE,False,No fixed liquid-reagent equivalent audited,Not applicable,frozen expectations
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-13,calculation,True,PASS,False,closure errors=[],Every stage and total residence time within 5% of V/Q basis,final stages and parameters
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-14,calculation,True,PASS,False,reported reactor volumes=[3.0],inventory reactor volumes=[3.0],final stages/parameters and frozen inventory
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-15,calculation,True,PASS,False,reported=0.250317; ideal-gas expected=0.26239507305793525,Relative difference <= 10%,"gas stream, temperature, and pressure"
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-16,calculation,True,PASS,False,reported=10.0; calculated=9.999429164702436,Relative difference <= 10%,gas and limiting-liquid streams
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-17,calculation,True,PASS,False,inlet reported/calculated=0.649814/0.6498136767584175; channel=7.349213/7.3492125318772095,Both residence-time bases within 10% and explicitly separated,final parameters and gas stream
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-18,calculation,False,PASS,False,calculated limiting-feed throughput=1.19365 mmol/h,Positive throughput reproducible from C x Q x 60,final parameters
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-19,inventory,True,PASS,False,inventory errors=[],All explicit equipment and operating settings supported by frozen inventory,final design and frozen inventory
H-6FDB11C,Qwen3.6-27B,FlowPilot,Hydrogenolysis,NG-20,process,True,PASS,False,missing safety groups=[]; missing topology=[],Complete required topology and executable safety controls,"final proposal, topology, and safety report"
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-01,chemistry,True,PASS,False,missing groups=[],All target identity term groups present,final proposal and chemistry plan
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-02,chemistry,True,PASS,False,missing groups=[],All protocol-required materials present,final proposal and chemistry plan
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-03,chemistry,False,PASS,False,explicit liquid streams=3/3,Every liquid feed has contents and flow,final streams
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-05,chemistry,True,PASS,False,gas streams=0; packed bed=False,gas_required=False; packed_bed=False,final streams and topology
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-06,source_fidelity,True,PASS,False,"temperatures=[70.0, 80.0]; BPR=0.0","temperatures=[70.0, 80.0]; BPR=0.0",final parameters and stages
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-07,source_fidelity,False,PASS,False,reasoned fields=7,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-08,completeness,True,PASS,False,missing=[]; streams=3,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-09,calculation,True,PASS,False,"values={'tau': 78.4667, 'flow': 0.2, 'concentration': 0.667, 'volume': 15.04, 'ID': 0.5, 'BPR': 0.0}; gas pressure basis=True","Finite positive run values, nonnegative pressure, explicit gas pressure basis",final proposal
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-10,calculation,True,PASS,False,sum liquid streams=0.2; outlet/top flow=0.2,Relative difference <= 5%,final streams and parameters
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-11,calculation,True,PASS,False,"C,Q pairs=[(0.667, 0.05), (0.667, 0.1), (0.667, 0.05)]",Each reactive liquid stream has finite concentration and flow,final streams
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-12,calculation,True,PASS,False,"reported equivalents=[1.0, 2.0, 1.0]",required equivalents=[2.0],final streams
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-13,calculation,True,PASS,False,closure errors=[],Every stage and total residence time within 5% of V/Q basis,final stages and parameters
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-14,calculation,True,PASS,False,"reported reactor volumes=[1.96, 13.08]","inventory reactor volumes=[1.96, 13.08]",final stages/parameters and frozen inventory
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-15,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-16,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-17,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-18,calculation,False,PASS,False,calculated limiting-feed throughput=8.004 mmol/h,Positive throughput reproducible from C x Q x 60,final parameters
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-19,inventory,True,PASS,False,inventory errors=[],All explicit equipment and operating settings supported by frozen inventory,final design and frozen inventory
H-8623F1F,Qwen3.6-27B,FlowPilot,Two-stage amidation,NG-20,process,True,PASS,False,missing safety groups=[]; missing topology=[],Complete required topology and executable safety controls,"final proposal, topology, and safety report"
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-01,chemistry,True,PASS,False,missing groups=[],All target identity term groups present,final proposal and chemistry plan
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-02,chemistry,True,PASS,False,missing groups=[],All protocol-required materials present,final proposal and chemistry plan
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-03,chemistry,False,PASS,False,explicit liquid streams=1/1,Every liquid feed has contents and flow,final streams
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-05,chemistry,True,PASS,False,gas streams=0; packed bed=True,gas_required=False; packed_bed=True,final streams and topology
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-06,source_fidelity,True,PASS,False,temperatures=[150.0]; BPR=20.0,temperatures=[150.0]; BPR=20.0,final parameters and stages
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-07,source_fidelity,False,PASS,False,reasoned fields=17,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-08,completeness,True,PASS,False,missing=[]; streams=1,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-09,calculation,True,PASS,False,"values={'tau': 3.0, 'flow': 0.1, 'concentration': 0.25, 'volume': 0.3, 'ID': 4.0, 'BPR': 20.0}; gas pressure basis=True","Finite positive run values, nonnegative pressure, explicit gas pressure basis",final proposal
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-10,calculation,True,PASS,False,sum liquid streams=0.1; outlet/top flow=0.1,Relative difference <= 5%,final streams and parameters
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-11,calculation,True,PASS,False,"C,Q pairs=[(0.25, 0.1)]",Each reactive liquid stream has finite concentration and flow,final streams
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-12,calculation,True,PASS,False,reported equivalents=[1.0],required equivalents=[1.1],final streams
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-13,calculation,True,PASS,False,closure errors=[],Every stage and total residence time within 5% of V/Q basis,final stages and parameters
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-14,calculation,True,PASS,False,reported reactor volumes=[0.3],inventory reactor volumes=[0.3],final stages/parameters and frozen inventory
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-15,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-16,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-17,calculation,True,NOT_APPLICABLE,False,No gas reagent in this case,Not applicable,frozen expectations
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-18,calculation,False,PASS,False,calculated limiting-feed throughput=1.5 mmol/h,Positive throughput reproducible from C x Q x 60,final parameters
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-19,inventory,True,PASS,False,inventory errors=[],All explicit equipment and operating settings supported by frozen inventory,final design and frozen inventory
H-3F4393D,GPT-5.4,One-shot,CuAAC,NG-20,process,True,PASS,False,missing safety groups=[]; missing topology=[],Complete required topology and executable safety controls,"final proposal, topology, and safety report"
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-01,chemistry,True,FAIL,True,missing groups=[['hydrogenolysis']],All target identity term groups present,final proposal and chemistry plan
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-02,chemistry,True,PASS,False,missing groups=[],All protocol-required materials present,final proposal and chemistry plan
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-03,chemistry,False,PASS,False,explicit liquid streams=1/1,Every liquid feed has contents and flow,final streams
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-04,process,True,PASS,False,sequence errors=[],Required operation order and stream introduction stages,"final stages, streams, and topology"
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-05,chemistry,True,PASS,False,gas streams=1; packed bed=True,gas_required=True; packed_bed=True,final streams and topology
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-06,source_fidelity,True,PASS,False,temperatures=[60.0]; BPR=21.0,temperatures=[60.0]; BPR=21.0,final parameters and stages
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-07,source_fidelity,False,PASS,False,reasoned fields=23,At least three field-level calculation/inference rationales,proposal.reasoning_per_field
H-389F7B0,GPT-5.4,One-shot,Hydrogenolysis,NG-08,completeness,True,PASS,False,missing=[]; streams=2,Valid structured output with mandatory fields and streams,result.schema_valid and final proposal
